"CAS_number"	"Product_name"	"Active_substance"	"Active_substance_original"	"CAS_drugbank"	"Name_drugbank"	"InChiKey_drugbank"	"InChi_drugbank"	"SMILES_drugbank"	"ATC_codes_drugbank"	"Solubility_drugbank"	"MOA_drugbank"	"ID_drugbank"	"CAS_pubchem"	"CID_pubchem"	"Active_substance_pubchem"	"MolecularFormula_pubchem"	"MolecularWeight_pubchem"	"CanonicalSMILES_pubchem"	"IsomericSMILES_pubchem"	"InChI_pubchem"	"InChIKey_pubchem"	"IUPACName_pubchem"	"XLogP_pubchem"	"actMass_pubchem"
"75847-73-3"	"Enalapril + Lercanidipina Ciclum"	"enalapril"	"Enalapril"	"75847-73-3"	"enalapril"	"GBXSMTUPTTWBMN-XIRDDKMYSA-N"	"1S/C20H28N2O5/c1-3-27-20(26)16(12-11-15-8-5-4-6-9-15)21-14(2)18(23)22-13-7-10-17(22)19(24)25/h4-6,8-9,14,16-17,21H,3,7,10-13H2,1-2H3,(H,24,25)/t14-,16-,17-/m0/s1"	"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O"	"C09BA02|C09BB06|C09BB02|C09AA02"	"0.213 mg/mL"	"The renin-angiotensin-aldosterone system (RAAS) is a signaling pathway that works in synergism with the sympathetic system to regulate blood pressure and fluid and electrolyte homeostasis. Activation of this system upon stimulation by different factors, such as low blood pressure and nerve impulses, leads to increased release of norepinephrine (NE) from sympathetic nerve terminals and effects on the vascular growth, vasoconstriction, and salt retention in the kidneys.9 Renin is released from
Renin acts on the precursor prottein angiotensinogen, which is a plasma globulin synthesized from the liver, to produce cleaved peptide hormone angiotensin I.9 Angiotensin I then can be further cleaved by ACE to produce angiotensin II, a vasoconstrictive peptide hormone.Label Present in different isoforms, angiotensin converting enzyme (ACE) is peptidyl dipeptidase enzyme expressed in various tissues, including the vascular tissues, such as the heart, brain, and kidneys.9 ACE also plays a role in inactivation of bradykinin, a potent vasodepressor peptide.9,Label Angiotensin II mediates various actions on the body by working on its G-protein coupled receptors, AT1 and AT2.9 It causes direct vasoconstriction of precapillary arterioles and postcapillary venules, inhibits the reuptake of NE thereby increasing available levels, stimulates the release of catecholamines from the adrenal medulla, reduces urinary excretion of sodium ions and water by promoting proximal tubular reabsorption, stimulates synthesis and release of aldosterone from the adrenal cortex, and stimulates hypertrophy of both vascular smooth muscle cells and cardiac myocytes.11
Enalapril is a pharmacologically inactive prodrug that requires hepatic biotransformation to form enalaprilat, its active metabolite that works on the RAAS to inhibit ACE.Label Biotransformation is critial for the therapeutic actions of the drug, as enalapril itself is only a weak inhibitor of ACE.4 ACE inhibition results in reduced production and plasma levels of angiotensin II, increased plasma renin activity due to the loss of feedback inhibition by angiotensin II, and decreased aldosterone secretion.10 However, plasma aldosterone levels usually return to normal during long-term administration of enalapril.7 Decreased levels of angiotensin II subsequently leads to the dilatation of peripheral vessles and reduced vascular resistance which in turn lower blood pressure.7 While inhibition of ACE leading to suppression of RAAS is thought to be the primary mechanism of action of enalapril, the drug was shown to still exert antihypertensive effects on individuals with low-renin hypertension. It is suggested that enalapril may mediate its pharmacological actions via other modes of action that are not fully understood.Label As ACE is structurally similar to kininase I, which is a carboxypeptidase that degrades bradykinin, whether increased levels of bradykinin play a role in the therapeutic effects of enalapril remains to be elucidated.Label
Target
Actions
Organism

AAngiotensin-converting enzyme

inhibitor
Humans"	"DB00584"	"75847-73-3"	5388962	"Enalapril"	"C20H28N2O5"	376.4	"CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O"	"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O"	"InChI=1S/C20H28N2O5/c1-3-27-20(26)16(12-11-15-8-5-4-6-9-15)21-14(2)18(23)22-13-7-10-17(22)19(24)25/h4-6,8-9,14,16-17,21H,3,7,10-13H2,1-2H3,(H,24,25)/t14-,16-,17-/m0/s1"	"GBXSMTUPTTWBMN-XIRDDKMYSA-N"	"(2S)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]pyrrolidine-2-carboxylic acid"	-0.1	376.199822
"75921-69-6"	"Scenesse"	"afamelanotide"	"Afamelanotide"	"75921-69-6"	"afamelanotide"	"UAHFGYDRQSXQEB-LEBBXHLNSA-N"	"1S/C78H111N21O19/c1-5-6-19-52(91-75(116)61(41-101)97-72(113)57(34-46-24-26-49(103)27-25-46)94-74(115)60(40-100)88-44(4)102)68(109)92-54(28-29-64(105)106)70(111)96-59(36-48-38-83-42-87-48)73(114)93-56(33-45-16-8-7-9-17-45)71(112)90-53(22-14-31-84-78(81)82)69(110)95-58(35-47-37-85-51-20-11-10-18-50(47)51)67(108)86-39-63(104)89-55(21-12-13-30-79)77(118)99-32-15-23-62(99)76(117)98-65(43(2)3)66(80)107/h7-11,16-18,20,24-27,37-38,42-43,52-62,65,85,100-101,103H,5-6,12-15,19,21-23,28-36,39-41,79H2,1-4H3,(H2,80,107)(H,83,87)(H,86,108)(H,88,102)(H,89,104)(H,90,112)(H,91,116)(H,92,109)(H,93,114)(H,94,115)(H,95,110)(H,96,111)(H,97,113)(H,98,117)(H,105,106)(H4,81,82,84)/t52-,53-,54-,55-,56+,57-,58-,59-,60-,61-,62-,65-/m0/s1"	"CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O"	"D02BB02"	"0.023 mg/mL"	"Patients with erythropoietic porphyria (EPP) have a deficiency of ferrochelatase (FECH), an enzyme involved in the final step of heme biosynthesis. FECH is required to insert iron into protoporphyrin IX (PPIX) to generate heme, and a deficiency in FECH results in accumulation of PPIX (particularly in the liver and superficial skin vasculature). PPIX molecules are photodynamic - exposure to UV radiation causes these molecules to form reactive oxygen species that lead to subsequent tissue damage.1
Afamelanotide mimics endogenous alpha melanocyte-stimulating hormone (a-MSH), a hormone typically released in response to UV-induced skin damage. Both afamelanotide and a-MSH bind to the melanocortin-1 receptor (MC1R) on melanocytes which stimulates the synthesis of eumelanin, a photoprotective compound. Eumelanin is incorporated into small vesicles called melanosomes which are then distributed to surrounding keratinocytes. Melanosomes are concentrated above the nucleus of these keratinocytes, thus protecting them from UV-induced damage.2 While endogenous a-MSH requires UV-induced skin damage in order to be produced, afamelanotide increases eumelanin biosynthesis independent of UV exposure.3
Activation of MC1R signalling by afamelanotide also instigates other protective processes, including an increase in antioxidant activity, DNA repair, and secretion of immunomodulatory proteins such as interleukin-10.2
Target
Actions
Organism

AMelanocyte-stimulating hormone receptor

agonist
Humans"	"DB04931"	NA	16197727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"759457-82-4"	"Tookad"	"padeliporfin"	"Padeliporfin"	"759457-82-4"	"padeliporfin"	"MZRDSGWDVDESRC-VNWQTDIGSA-L"	"1S/C37H45N5O9S.Pd/c1-8-22-17(2)25-16-30-33(21(6)43)19(4)27(40-30)14-26-18(3)23(9-10-31(44)45)35(41-26)24(13-32(46)51-7)36-34(37(47)38-11-12-52(48,49)50)20(5)28(42-36)15-29(22)39-25;/h14-18,22-23H,8-13H2,1-7H3,(H5,38,39,40,41,42,43,44,45,47,48,49,50);/q;+2/p-2/t17-,18+,22-,23+;/m1./s1"	"[Pd++].[H][C@]1(C)\C2=C\C3=C(C(C)=O)C(C)=C([N-]3)\C=C3/N=C(/C(/CC(=O)OC)=C4\[N-]\C(=C/C(=N2)[C@]1([H])CC)C(C)=C4C(=O)NCCS(O)(=O)=O)[C@@]([H])(CCC(O)=O)[C@]3([H])C"	"L01XD07"	"0.0344 mg/mL"	"Vascular-targeted photodynamic therapy (VTP), or vascular targeted photochemotherapy, is a focal treatment for localized prostate cancer. VTP involves the process of light activation of photosensitizer localized in the target tissue, which produces reactive oxygen species that work to destroy target cells.1,2
Padeliporfin is retained within the vascular system. When activated with 753 nm wavelength laser light, padeliporfin triggers a photochemical reaction that generates oxygen radicals (hydroxyl radical, superoxide radical), thereby causing local hypoxia of the target tissue. Nitric oxide radicals are also released, resulting in transient arterial vasodilatation that triggers the release of the vasoconstrictor, endothelin-1. Rapid consumption of the nitric oxide radicals by oxygen radicals leads to the formation of reactive nitrogen species (RNS) including peroxynitrite, in parallel to arterial constriction.3
Impaired deformability enhances erythrocyte aggregability and formation of blood clots at the interface of the arterial supply of the target tissue, leading to occlusion of the tumour vasculature, or \vascular shutdown.\ This effect is enhanced by RNS-induced endothelial cell apoptosis and initiation of self-propagated tumour cells necrosis through peroxidation of their membrane.3"	"DB15575"	NA	76961489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"76-03-9"	"Acido Tricloroacetico Zeta"	"trichloroacetic acid"	"Trichloroacetic Acid"	"76-03-9"	"trichloroacetate"	NA	NA	NA	NA	""	"Not Available"	"DB11152"	"76-03-9"	6421	"Trichloroacetic Acid"	"C2HCl3O2"	163.38	"C(=O)(C(Cl)(Cl)Cl)O"	"C(=O)(C(Cl)(Cl)Cl)O"	"InChI=1S/C2HCl3O2/c3-2(4,5)1(6)7/h(H,6,7)"	"YNJBWRMUSHSURL-UHFFFAOYSA-N"	"2,2,2-trichloroacetic acid"	1.3	161.904212
"76-19-7"	"Luminity"	"perflutren"	"Perflutren"	"76-19-7"	"perflutren"	"QYSGYZVSCZSLHT-UHFFFAOYSA-N"	"1S/C3F8/c4-1(5,2(6,7)8)3(9,10)11"	"FC(F)(F)C(F)(F)C(F)(F)F"	NA	"0.146 mg/mL"	"Perflutren is comprised of gas-filled microspheres that are injected or infused into the body. When exposed to ultrasound waves, the microspheres resonate and \echo\ strong signals back to the ultrasound machine. The difference in density between the gas-filled bubbles and the blood around them creates an increased level of contrast visible in the resulting ultrasound image. During echocardiography, activated Perflutren enhances images of the inner edges or borders of the heart, producing an improved image that may enable physicians to better diagnose patients."	"DB00556"	"218599-63-4"	6432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"76-57-3"	"Novacetol"	"codeine hydrochloride"	"Codeine Hydrochloride"	"76-57-3"	"codeine"	"OROGSEYTTFOCAN-DNJOTXNNSA-N"	"1S/C18H21NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3-6,11-13,17,20H,7-9H2,1-2H3/t11-,12+,13-,17-,18-/m0/s1"	"[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC"	"N02AA79|R05DA04|N02AA59|N02AJ08|N02AJ06|N02AJ07"	"0.577 mg/mL"	"Codeine is a selective agonist for the mu opioid receptor, but with a much weaker affinity to this receptor than morphine, a more potent opioid drug. Codeine binds to mu-opioid receptors, which are involved in the transmission of pain throughout the body and central nervous system Label, 4. The analgesic properties of codeine are thought to arise from its conversion to Morphine, although the exact mechanism of analgesic action is unknown at this time Label, 13.
Target
Actions
Organism

AMu-type opioid receptor


agonist
regulator

Humans

AKappa-type opioid receptor

agonist
Humans

ADelta-type opioid receptor

agonist
Humans"	"DB00318"	"1422-07-7"	15984075	"Codeine"	"C18H21NO3"	299.4	"CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O"	"CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O"	"InChI=1S/C18H21NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3-6,11-13,17,20H,7-9H2,1-2H3/t11-,12+,13-,17-,18-/m0/s1"	"OROGSEYTTFOCAN-DNJOTXNNSA-N"	"(4R,4aR,7S,7aR,12bS)-9-methoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol"	1.1	299.15214353
"76-58-4"	"Cocillana"	"ethylmorphine hydrochloride"	"Ethylmorphine Hydrochloride"	"76-58-4"	"ethylmorphine"	"OGDVEMNWJVYAJL-LEPYJNQMSA-N"	"1S/C19H23NO3/c1-3-22-15-7-4-11-10-13-12-5-6-14(21)18-19(12,8-9-20(13)2)16(11)17(15)23-18/h4-7,12-14,18,21H,3,8-10H2,1-2H3/t12-,13+,14-,18-,19-/m0/s1"	"[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O"	"S01XA06|R05DA01"	"0.835 mg/mL"	"Ethylmorphine is metabolized by the liver enzyme cytochrome P450 2D6 to morphine. The precise mechanism of the analgesic action of morphine is unknown. However, specific CNS opiate receptors have been identified and likely play a role in the expression of analgesic effects. Morphine first acts on the mu-opioid receptors. The mechanism of respiratory depression involves a reduction in the responsiveness of the brain stem respiratory centers to increases in carbon dioxide tension and to electrical stimulation.
It has been shown that morphine binds to and inhibits GABA inhibitory interneurons. These interneurons normally inhibit the descending pain inhibition pathway. So, without the inhibitory signals, pain modulation can proceed downstream.
Target
Actions
Organism

AMu-type opioid receptor

agonist
Humans"	"DB01466"	NA	5360692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"76-75-5"	"Pentocur"	"thiopental sodium"	"Thiopental Sodium"	"76-75-5"	"thiopental"	"IUJDSEJGGMCXSG-UHFFFAOYSA-N"	"1S/C11H18N2O2S/c1-4-6-7(3)11(5-2)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)"	"CCCC(C)C1(CC)C(=O)NC(=S)NC1=O"	"N01AF03|N05CB01|N05CA19"	"0.0398 mg/mL"	"Thiopental binds at a distinct binding site associated with a Cl- ionopore at the GABAA receptor, increasing the duration of time for which the Cl- ionopore is open. The post-synaptic inhibitory effect of GABA in the thalamus is, therefore, prolonged.
Target
Actions
Organism

AGamma-aminobutyric acid receptor subunit alpha-1

potentiator
Humans

AGamma-aminobutyric acid receptor subunit alpha-2

potentiator
Humans

AGamma-aminobutyric acid receptor subunit alpha-3

potentiator
Humans

AGamma-aminobutyric acid receptor subunit alpha-4

potentiator
Humans

AGamma-aminobutyric acid receptor subunit alpha-5

potentiator
Humans

AGamma-aminobutyric acid receptor subunit alpha-6

potentiator
Humans

UNeuronal acetylcholine receptor subunit alpha-4

antagonist
Humans

UNeuronal acetylcholine receptor subunit alpha-7

antagonist
Humans

UGlutamate receptor 2

antagonist
Humans

UGlutamate receptor ionotropic, kainate 2

antagonist
Humans

UFatty-acid amide hydrolase 1

inhibitor
Humans

UMuscarinic acetylcholine receptor M3

Not Available
Humans"	"DB00599"	"7438-31-5"	23665410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"76-99-3"	"Methadone Hydrochloride Dtf Rosemont Pharmaceuticals"	"methadone hydrochloride"	"Methadone Hydrochloride Bp"	"76-99-3"	"methadone"	"USSIQXCVUWKGNF-UHFFFAOYSA-N"	"1S/C21H27NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17H,5,16H2,1-4H3"	"CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1"	"N07BC02|N02AC52"	"0.0059 mg/mL"	"Methadone is a synthetic opioid analgesic with full agonist activity at the µ-opioid receptor. While agonism of the µ-opioid receptor is the primary mechanism of action for the treatment of pain, methadone also acts as an agonist of <U+03BA>- and s-opioid receptors within the central and peripheral nervous systems. Interestingly, methadone differs from morphine (which is considered the gold standard reference opioid) in its antagonism of the N-methyl-D-aspartate (NMDA) receptor and its strong inhibition of serotonin and norepinephrine uptake, which likely also contributes to its antinociceptive activity.2
Methadone is administered as a 50:50 racemic mixture of (R)- and (S)-stereoisomers, with (R)-methadone demonstrating ~10-fold higher affinity and potency for the µ-opioid receptor than the (S) stereoisomer.2 The analgesic activity of the racemate is almost entirely due to the (R)-isomer, while the (S)-isomer lacks significant respiratory depressant activity but does have antitussive effects.
While methadone shares similar effects and risks of other opioids such as morphine, hydromorphone, oxycodone, and fentanyl it has a number of unique pharmacokinetic and pharmacodynamic properties that distinguish it from them and make it a useful agent for the treatment of opioid addiction. For example, methadone abstinence syndrome, although qualitatively similar to that of morphine, differs in that the onset is slower, the course is more prolonged, and the symptoms are less severe.
Target
Actions
Organism

AMu-type opioid receptor

agonist
Humans

ANMDA receptor

antagonist
Humans

ADelta-type opioid receptor

agonist
Humans

ANeuronal acetylcholine receptor subunit alpha-7

agonist
Humans

U5-hydroxytryptamine receptor 3A

antagonist
Humans

UNeuronal acetylcholine receptor subunit alpha-3

antagonist
Humans

UNeuronal acetylcholine receptor subunit alpha-4

antagonist
Humans

UNeuronal acetylcholine receptor subunit beta-2

antagonist
Humans"	"DB00333"	"125-56-4"	14184	"Methadone"	"C21H27NO"	309.4	"CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2"	"CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2"	"InChI=1S/C21H27NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17H,5,16H2,1-4H3"	"USSIQXCVUWKGNF-UHFFFAOYSA-N"	"6-(dimethylamino)-4,4-diphenylheptan-3-one"	3.9	309.209264485
"76095-16-4"	"Acetensil"	"enalapril maleate"	"Enalapril Maleate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"76095-16-4"	5388961	"Enalapril Maleate"	"C24H32N2O9"	492.5	"CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O.C(=CC(=O)O)C(=O)O"	"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O.C(=C\C(=O)O)\C(=O)O"	"InChI=1S/C20H28N2O5.C4H4O4/c1-3-27-20(26)16(12-11-15-8-5-4-6-9-15)21-14(2)18(23)22-13-7-10-17(22)19(24)25;5-3(6)1-2-4(7)8/h4-6,8-9,14,16-17,21H,3,7,10-13H2,1-2H3,(H,24,25);1-2H,(H,5,6)(H,7,8)/b;2-1-/t14-,16-,17-;/m0./s1"	"OYFJQPXVCSSHAI-QFPUQLAESA-N"	"(Z)-but-2-enedioic acid;(2S)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]pyrrolidine-2-carboxylic acid"	NA	492.2107806
"763113-22-0"	"Lynparza"	"olaparib"	"Olaparib"	"763113-22-0"	"olaparib"	"FDLYAMZZIXQODN-UHFFFAOYSA-N"	"1S/C24H23FN4O3/c25-20-8-5-15(14-21-17-3-1-2-4-18(17)22(30)27-26-21)13-19(20)24(32)29-11-9-28(10-12-29)23(31)16-6-7-16/h1-5,8,13,16H,6-7,9-12,14H2,(H,27,30)"	"FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1"	"L01XX46"	"0.0601 mg/mL"	"Poly(ADP-ribose) polymerases (PARPs) are multifunctional enzymes comprising 17 members. They are involved in normal cellular functions, such as DNA transcription and DNA repair.8 PARPs recognize and repair cellular DNA damage, such as single-strand breaks (SSBs) and double-strand breaks (DSBs). Different DNA repair pathways exist to repair these DNA damages, including the base excision repair (BER) pathway for SSBs and BRCA-dependent homologous recombination for DSBs.2
Olaparib is a PARP inhibitor: while it acts on PARP1, PARP2, and PARP3, olaparib is a more selective competitive inhibitor of NAD+ at the catalytic site of PARP1 and PARP2. Inhibition of the BER pathway by olaparib leads to the accumulation of unrepaired SSBs, which leads to the formation of DSBs, which is the most toxic form of DNA damage. While BRCA-dependent homologous recombination can repair DSBs in normal cells, this repair pathway is defective in cells with BRCA1/2 mutations, such as certain tumour cells.4 Inhibition of PARP in cancer cells with BRCA mutations leads to genomic instability and apoptotic cell death. This end result is also referred to as synthetic lethality, a phenomenon where the combination of two defects - inhibition of PARP activity and loss of DSB repair by HR - that are otherwise benign when alone, lead to detrimental results.2
In vitro studies have shown that olaparib-induced cytotoxicity may involve inhibition of PARP enzymatic activity and increased formation of PARP-DNA complexes, resulting in DNA damage and cancer cell death.8
Target
Actions
Organism

APoly [ADP-ribose] polymerase 1

inhibitor
Humans

APoly [ADP-ribose] polymerase 2

inhibitor
Humans

APoly [ADP-ribose] polymerase 3

inhibitor
Humans

UAldo-keto reductase family 1 member C3

inhibitor
Humans"	"DB09074"	NA	23725625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7648-98-8"	"Mytelase"	"ambenonium chloride"	"Ambenonium Chloride"	"7648-98-8"	"ambenonium"	"OMHBPUNFVFNHJK-UHFFFAOYSA-P"	"1S/C28H40Cl2N4O2/c1-5-33(6-2,21-23-13-9-11-15-25(23)29)19-17-31-27(35)28(36)32-18-20-34(7-3,8-4)22-24-14-10-12-16-26(24)30/h9-16H,5-8,17-22H2,1-4H3/p+2"	"CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl"	"N07AA30"	"9.42e-07 mg/mL"	"Ambenonium exerts its actions against myasthenia gravis by competitive, reversible inhibition of acetylcholinesterase. The disease myasthenia gravis occurs when the body inappropriately produces antibodies against acetylcholine receptors, and thus inhibits proper acetylcholine signal transmission (when acetylcholine binds to acetylcholine receptors of striated muscle fibers, it stimulates those fibers to contract). Ambenonium reversibly binds acetylcholinesterase at the anionic site, which results in the blockage of the site of acetycholine binding, thereby inhibiting acetylcholine hydrolysis and enhancing cholinergic function through the accumulation of acetycholine at cholinergic synpases. Elevated acetylcholine levels lead to facilitates transmission of impulses across the myoneural junction. 
Target
Actions
Organism

AAcetylcholinesterase

inhibitor
Humans"	"DB01122"	"115-79-7"	8288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"76497-13-7"	"Begalin"	"sultamicillin"	"Sultamicillin"	"76497-13-7"	"sultamicillin"	"OPYGFNJSCUDTBT-PMLPCWDUSA-N"	"1S/C25H30N4O9S2/c1-24(2)17(29-20(32)16(21(29)39-24)27-19(31)15(26)12-8-6-5-7-9-12)22(33)37-11-38-23(34)18-25(3,4)40(35,36)14-10-13(30)28(14)18/h5-9,14-18,21H,10-11,26H2,1-4H3,(H,27,31)/t14-,15-,16-,17+,18+,21-/m1/s1"	"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@@]2([H])S(=O)(=O)C1(C)C"	"J01CR50|J01CR04"	"0.283 mg/mL"	"Not Available"	"DB12127"	NA	444022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"76543-88-9"	"Roferon-A"	"interferon alfa-2a"	"Interferon Alfa-2a"	"76543-88-9"	"interferon alfa-2a"	NA	NA	NA	"L03AB04"	""	"Interferon alpha binds to type I interferon receptors (IFNAR1 and IFNAR2c) which, upon dimerization, activate two Jak (Janus kinase) tyrosine kinases (Jak1 and Tyk2). These transphosphorylate themselves and phosphorylate the receptors. The phosphorylated INFAR receptors then bind to Stat1 and Stat2 (signal transducers and activators of transcription)which dimerize and activate multiple (~100) immunomodulatory and antiviral proteins. Interferon alpha binds less stably to type I interferon receptors than interferon beta.
Target
Actions
Organism

AInterferon alpha/beta receptor 1

Not Available
Humans

AInterferon alpha/beta receptor 2

Not Available
Humans"	"DB00034"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
